correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
পদক্ষেপের,padakshaper,পদক্কেপের,padakkaper,"padakkaper,",,no
ঝুঁকিমুক্ত,jhunkimukta,ঝুঁকিমুকত,jhunkimukat,"jhunkimukta,","ঝুঁকিমুক্ত, ",yes
বন্ধ,bandh,বনধ,banadh,"bandh,","বন্ধ, ",yes
কর্তৃপক্ষকে,kartrupakshake,করটৃপক্ষকে,kartrupakshake,"kartrupakshake,","কর্তৃপক্ষকে, ",yes
প্রতিবেদন,prativedan,পরতিবেদন,parativedan,"prativedan,","প্রতিবেদন, ",yes
পরিদর্শকদের,paridarshakder,পরিদরশকদের,paridarshakder,"paridarshakder,","পরিদর্শকদের, ",yes
ক্ষমতা,kshamata,খমতা,khamata,"khamta,kshamata,khatata,khaata,khalata,khadata,khawata,","খামটা, ক্ষমতা, খাতাটা, খাতা, খলতা, খাদটা, খাওয়াটা, ",yes
রপ্তানিকারকদের,raptanikarkader,রপতানিকারকদের,rapatanikarkader,"raptanikarkader,","রপ্তানিকারকদের, ",yes
পুরস্কার,puraskar,পুরসকার,purskar,"purshkar,puraskar,","পুরষ্কার, পুরস্কার, ",yes
চতুর্থবারের,chaturthavarer,চতুরটবারের,chaturtwarer,"chaturtwarer,",,no
এক্সপোর্ট,export,একসপোর্ট,ekassport,"ekassport,",,no
এক্সিলেন্স,xilance,একসিলেন্স,ekasilence,"ekasilence,",,no
অ্যাওয়ার্ডস,awards,অাাওয়ার্ডস,awords,"awards,words,","awards, words, ",no
শ্রেণীতে,shrenite,শরেণীতে,sharenite,"shrenite,","শ্রেণিতে, ",no
রপ্তানিকারককে,raptanikarkk,রপতানিকারককে,rapatanikarkk,"raptanikarkk,","রপ্তানিকারককে, ",yes
মঙ্গলবার,mangalbar,মংগলবার,mangalavar,"mangalavar,",,no
ব্যাংকটির,vyanctir,বাাংকটির,bacti,"baati,basti,nacti,bicti,bakti,barti,bagti,banti,bati,baiti,bayti,","বাতি, বাসটি, নাকটি, বাইকটির, ব্যাক্তি, বরটির, ব্যাগটি, বঁটির, বাটি, বইটির, বয়েৎটির, ",no
পুরস্কারের,puraskarer,পুরসকারের,purskarer,"puraskarer,","পুরস্কারের, ",yes
আগ্রহী,aagrahi,আগরহী,agarhi,"agarhi,",,no
ব্যক্তিদের,vyaktider,বাক্তিদের,baktider,"bakider,","বাকিদের, ",no
গ্রহণ,grahan,গরহণ,garahan,"grahan,","গ্রহণে, ",no
নির্ধারিত,nirdhari,নিরডারিত,nirdarit,"nirdarit,",,no
ব্যক্তিরা,vyaktira,বাক্তিরা,baktira,"bakira,baktara,","বাকিরা, বক্তারা, ",no
উদ্দেশ্য,uddeshya,উদদেশ্য,udadeshya,"uddeshya,","উদ্দেশ্য, ",yes
অ্যান্ড্রু,andrw,েঅান্ড্রু,andru,"andru,","এণ্ড্রু, ",no
টিল্ক,tilk,টিলক,tilak,"tilak,","তিলক, ",no
ব্যাংকিংয়ের,vyankingyer,েবাংকিংয়ের,bankingyer,"rankingyer,","র‌্যাঙ্কিংয়ের, ",no
রপ্তানিকারক,raptanikarak,রপতানিকারক,rapatanikarak,"raptanikarak,","রপ্তানিকারক, ",yes
পোশাকশিল্প,poshakashilp,পোশাকশিলপ,poshakashilp,"poshakashilp,","পোশাকশিল্প, ",yes
টেক্সটাইলস,textiles,টেকসটাইলস,techstiles,"techstiles,",,no
এন্টারপ্রাইজেস,enterpraiges,এনটারপ্রাইজেস,entarpraiges,"enterpraiges,","এন্টারপ্রাইজেস, ",yes
ক্ষেত্র,kshetra,খেত্র,khetra,"kshetra,","ক্ষেত্র, ",yes
ক্ষুদ্র,khudra,খুদ্র,khudra,"khudra,","ক্ষুদ্র, ",yes
ব্যবসায়ীকে,vyavasayike,বাবসায়ীকে,babasaiike,"babasaiike,",,no
শ্রেণীকে,shrenike,শরেণীকে,sharenike,"shrenike,","শ্রেণীকে, ",yes
গ্রুপ,group,গরুপ,garup,"arup,garua,garu,garud,garun,","এরূপ, গেরুয়া, গরু, গরুড়, গড়ুন, ",no
প্রতিষ্ঠানের,pratisthaner,পরতিষ্ঠানের,paratisthaner,"pratisthaner,","প্রতিষ্ঠানের, ",yes
বার্ষিক,barshik,বারশিক,barshik,"barshik,","বার্ষিক, ",yes
শ্রেণীভুক্ত,shrenibhukt,শরেণীভুক্ত,sharenibhukt,"shrenibhukt,","শ্রেণীভুক্ত, ",yes
প্রতিষ্ঠানগুলো,pratisthangulo,পরতিষ্ঠানগুলো,paratisthangulo,"pratisthangulo,","প্রতিষ্ঠানগুলো, ",yes
যোগ্য,yogya,যোজ্ঞ,yojna,"yojna,","যোজনা, ",no
স্টার,star,সতার,satar,"matar,natar,tatar,latar,safar,sagar,star,qatar,atar,aatar,satai,sadar,hatar,santar,sastar,satvar,saar,sakar,sabar,sitar,sattar,datar,satark,satan,sajar,sahar,samtar,","মাতার, নটার, তাতার, লতার, সফর, সাগরে, স্টার, কাতারে, আটার, আতর, সেটাই, সদর, হাতার, সাঁতার, সস্তার, সত্বর, সার, সৎকার, সবার, সেতার, সত্তর, দাতার, সতর্ক, স্যাটান, সাজার, শহর, সমতার, ",yes
ব্রান্ড,brands,রান্ড,rand,"band,rano,rana,fand,grand,hand,rang,nand,cand,mand,pand,kand,rad,land,randa,randh,randy,dand,rani,rind,ran,brand,rane,and,","বাঁধ, রানও, রানা, ফান্ড, গ্র্যাণ্ড, হ্যান্ড, রং, নন্দ, কাণ্ডে, মন্দ, পণ্ড, কান্ড, রাড, ল্যান্ড, র‍্যাঁদা, রাঁধে, র‌্যান্ডি, দাঁড়, রানী, রাইন্ড, ran, ব্র্যান্ড, রানে, অ্যান্ড, ",no
রপ্তানিকে,raptanike,রপতানিকে,rapatanike,"raptanike,","রপ্তানিকে, ",yes
রপ্তানিকারকেরা,raptanikarkera,রপতানিকারকেরা,rapatanikarkera,"raptanikarkera,","রপ্তানিকারকেরা, ",yes
রপ্তানিকারকের,raptanikarker,রপতানিকারকের,rapatanikarker,"raptanikarker,","রপ্তানিকারকের, ",yes
সেপ্টেম্বরে,september,সেপটেম্বরে,september,"september,","সেপ্টেম্বর, ",no
উপলক্ষে,upalakshe,উপলক্কে,upalkke,"upadkke,","উৎপাদককে, ",no
ভ্রমণ,bhraman,বরমণ,baraman,"bhraman,bartaman,baralan,paraman,","ভ্রমণ, বর্তমানে, বাড়ালেন, পরমং, ",yes
আসন্ন,asann,আসহ্ন,asahn,"asah,asann,","অসহ, আসন্ন, ",yes
দিল্লি,delhi,দিললি,dilli,"dilei,dili,","দিলেই, দিলি, ",no
ব্যাংকক,vyankk,েবাংকক,bankak,"bankake,bankar,","বাঁকাকে, বাঁকার, ",no
সিঙ্গাপুর,singapore,সিংগাপুর,singapore,"singapore,","সিঙ্গাপুর, ",yes
প্যাকেজ,packej,পাাকেজ,pakej,"pake,paker,packej,","পাকে, পাকের, প্যাকেজ, ",yes
আগস্টের,agster,আগসতের,agster,"agster,","আগস্টের, ",yes
আগস্ট,august,আগসত,agsat,"agyat,aghat,asat,agst,","অজ্ঞাত, আঘাত, আসত, আগস্টে, ",no
নির্দিষ্ট,nirdisht,নিরদিষ্ট,nirdisht,"nirdisht,","নির্দিষ্ট, ",yes
গন্তব্যে,gantavye,গনতব্যে,ganatvye,"gantavye,","গন্তব্যে, ",yes
স্পেশাল,special,সপেশাল,sapeshal,"sapeshal,",,no
প্যাকেজের,packeger,পাাকেজের,pakejer,"pakejer,",,no
ভ্রমণকারীকে,bhramanakarike,বরমণকারীকে,barmanakarike,"barmanakarike,",,no
একসঙ্গে,ekasang,একসংগে,ekasang,"ekasang,","একসঙ্গে, ",yes
ভ্রমণকারীর,bhramanakari,বরমণকারীর,barmanakari,"barmanakari,",,no
সংখ্যা,sankhya,সংখাা,sankha,"sangha,shankha,tankha,sankhya,sakha,","সংঘ, শাঁখা, তনখা, সংখ্যা, সখা, ",yes
প্রযোজ্য,prayojya,পরযোজ্য,parayojya,"prayojya,","প্রযোজ্য, ",yes
ভ্রমণকারীদের,bhramanakarider,বরমণকারীদের,barmanakarider,"barmanakarider,",,no
সম্পন্ন,sampann,সপন্ন,sapann,"sapang,sampann,","সপাং, সম্পন্ন, ",yes
সারচার্জ,sarcharge,সারচারজ,sarcharaj,"sarcharaj,",,no
ভ্রমণকর,bhramnakar,বরমণকর,barmankar,"barmankar,",,no
বিমানবন্দর,bimanbandar,বিমানবনদর,bimanbandar,"bimanbandar,","বিমানবন্দর, ",yes
প্রোমো,promo,পরোমো,paromo,"promo,","প্রোমো, ",yes
কার্ডে,card,কারদে,karde,"karme,kare,karie,karne,karte,garde,kade,darde,warde,varde,karbe,","কর্মেই, করে, করিয়ে, কারণেও, করতে, গারদে, কড়ে, দরদে, ওয়ার্ডে, বরদে, করবে, ",no
ফান্ডের,fander,ফানদের,phander,"phonder,chander,pander,bhander,shander,phanker,","ফাঁদের, চাঁদের, পাণ্ডের, ভাঁড়ের, ষাঁড়ের, ফাঁকের, ",no
লভ্যাংশ,lavyansh,লভাাংশ,labhash,"labhash,",,no
রাষ্ট্রায়ত্ত,rastrayatt,রাষত্রায়ত্ত,rashatrayatt,"rashatrayatt,",,no
ইনভেস্টমেন্ট,investment,ইনভেসতমেন্ট,invesatment,"investment,","ইনভেস্টমেন্ট, ",yes
অ্যাসেট,aset,অাাসেট,aset,"aset,","অ্যাসেট, ",yes
ম্যানেজমেন্ট,manejament,েমানেজমেন্ট,manejament,"manejament,","ম্যানেজমেন্ট, ",yes
ব্যবস্থাপনাধীন,vyavasthapanadhin,বাবস্থাপনাধীন,bavasthapanadhin,"bavasthapanadhin,",,no
প্রদানের,pradaner,পরদানের,pardaner,"pradaner,paraner,","প্রদানের, পরানের, ",yes
লভ্যাংশের,lavyansher,লভাাংশের,ibhasher,"ibhasher,",,no
প্রকাশ,prakash,পরকাশ,parkash,"prakash,parash,karkash,parksah,","প্রকাশ, পরশ, কর্কশ, পার্কসহ, ",yes
ফান্ডেরই,fanderoi,ফানদেরই,phanderi,"phanderi,",,no
সম্পর্কে,sampark,সপর্কে,sapark,"samark,bapark,sampark,satark,","সময়কে, ব্যাপারকে, সম্পর্কে, সতর্ক, ",yes
ব্যবস্থাপক,vyavasthapak,বাবস্থাপক,bavasthapak,"bavasthapak,",,no
অবস্থা,avastha,অবসটা,absta,"basta,","বস্তা, ",no
বিক্রি,bikri,বিকরি,vikari,"vikayi,vikhari,","বিকায়ি, ভিখারি, ",no
ফার্স্ট,first,ফারস্ট,ferst,"farst,first,fest,forst,fersi,ferat,frst,ferist,","ফার‌্‍স্ট্, ফার্স্ট, ফেস্ট, ফর্স্ট্‌, ফার্‌‍সি, ফেরত, ফ্রস্ট, ফারইস্ট, ",yes
ফান্ড,fand,ফানদ,fanad,"nanad,ganad,fand,sanad,falad,fasad,fahad,fana,fawad,","ননদ, গঁদ, ফান্ড, সনদ, ফলদ, ফ্যাসাদ, ফাহাদ, ফণা, ফাওয়াদ, ",yes
সেকেন্ড,seconds,সেকেনদ,sekend,"sekend,",,no
