correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
স্বচ্ছতা,swachchhata,সচ্ছতা,sachhta," achha, sachetan, machata, sabhata, sachitra, "," আচ্ছা, সচেতন, ম্যাচটা, সভাটা, সচিত্র, ",no
প্রতিষ্ঠিত,pratishthit,পরতিষ্ঠিত,paratishthit," pratishthit, apratishthit, "," প্রতিষ্ঠিত, অপ্রতিষ্ঠিত, ",yes
প্রক্রিয়া,prakria,পরক্রিয়া,parakria," prakria, prakriar, aprakrit, parakram, prakrit, "," প্রক্রিয়া, প্রক্রিয়ার, অপ্রাকৃত, পরাক্রম, প্রাকৃত, ",no
দীর্ঘস্থায়ী,dirghasthayi,দীরঘস্থায়ী,dirghasthayi," dirghasthayi, "," দীর্ঘস্থায়ী, ",yes
পরিবর্তনের,paribartaner,পরিবরটনের,paribartner," paribartaner, paribahaner, paribartane, "," পরিবর্তনের, পরিবহনের, পরিবর্তনে, ",yes
স্থানীয়,sthanian,সতানীয়,satanian," sthanian, sahanian, asahanian, karanian, satajan, "," স্থানীয়, সহনীয়, অসহনীয়, করণীয়, সাতজন, ",yes
ডেমোক্রেটিক,democratie,ডেমোকরেটিক,democratic," democratie, democracie, dimcratic, "," ডেমোক্রেটিক, ডেমোক্রেসি, ডিমক্রাটিক্‌, ",yes
পার্টির,parties,পারতির,parti," parti, parit, pari, parte, part, "," পাড়টির, পারিত, পরী, পারতেই, part, ",no
জর্জ,gorge,জরজ,jaraj," naraj, garaj, jaraia, daraj, karab, "," নারাজ, গরজ, জড়াইয়া, দরাজ, করব, ",no
অলিম্পিয়া,olympia,অলিপিয়া,alypia," alpai, lapia, olympia, alapi, galysia, "," অল্পই, লেপিয়া, অলিম্পিয়া, আলাপী, গ্যালিসিয়া, ",yes
স্নোয়ি,snowi,সনোয়ি,sanoi," sangi, janoi, sanai, shanti, danoi, "," সঙ্গী, জানই, সানাই, শান্তি, দানই, ",no
প্রণয়নে,pranayne,পরণয়নে,paranmane," prangane, parasmani, pramane, papamane, apanmane, "," প্রাঙ্গণে, পরশমণি, প্রমাণে, পাপমনে, আপনমনে, ",no
গুরুত্বপূর্ণ,gurutvapurna,গুরুতপূর্ণ,gurutapurna," gurutvapurna, "," গুরুত্বপূর্ণ, ",yes
সংস্থাটির,sansthati,সংসতাটির,sansatati," sansthati, sansaari, sanatani, sansarti, samastati, "," সংস্থাটির, সংসারী, সনাতনী, সংসারটি, সমস্তটি, ",yes
যুক্ত,yukt,যুকত,yukat," yukt, ukat, mukta, yukti, yuvati, "," যুক্ত, উৎকট, মুক্ত, যুক্তি, যুবতী, ",yes
প্রসঙ্গত,prasangat,পরসঙ্গত,parasngat," prasangat, "," প্রসঙ্গত, ",yes
উন্নতিতে,unnatite,উহ্নতিতে,uhnatite," ghatite, unnatite, shantite, hatite, khyatite, "," ঘটিতে, উন্নতিতে, শান্তিতে, হাতিতে, খ্যাতিতে, ",yes
সময়সীমাভিত্তিক,samaisimavintik,সময়সীমাভিটটিক,samaisimavintic," samaisimavintik, "," সময়সীমাভিত্তিক, ",yes
অঙ্গীকার,angikar,অংগীকার,angikar," angikar, andhkar, angiker, angikare, agekar, "," অঙ্গীকার, অন্ধকার, আঙ্গিকের, অঙ্গীকারে, আগেকার, ",yes
ক্রেতাদের,kretader,করেতাদের,karetader," kretader, kartader, kartaler, kretadero, "," ক্রেতাদের, কর্তাদের, করতালের, ক্রেতাদেরও, ",yes
ভিত্তিতে,vittite,ভিটতিতে,bhittite," chithite, vittite, bhitite, bhaktite, chattite, "," চিঠিতে, ভিত্তিতে, ভীতিতে, ভক্তিতে, চটিতে, ",yes
আর্থিক,arthik,আরতিক,aartik," aarti, kartik, aastik, aatik, arthik, "," আরতি, কার্তিক, আস্তিক, আতিক, আর্থিক, ",yes
শর্তে,sharte,শরটে,sharte," sharte, ghare, haate, bharte, shart, "," শর্তে, ঘরে, হাতে, ভারতে, শার্ট, ",yes
উল্লেখযোগ্য,ullekhayogya,উললেখযোগ্য,ulalekhayogya," ullekhayogya, "," উল্লেখযোগ্য, ",yes
নিরাপত্তামূলক,nirapattamulak,নিরাপটতামূলক,nirapattamulak," nirapattamulak, "," নিরাপত্তামূলক, ",yes
মানদণ্ড,mandand,মানদনদ,manadand," mandand, karadand, pranadand, mandang, mandano, "," মানদণ্ড, কারাদণ্ড, প্রাণদণ্ড, মন্দং, মণ্ডনং, ",yes
অর্থায়ন,arthayan,অরটায়ন,artayan," bartaman, arthayan, arthayane, arnaya, vatayan, "," বর্তমান, অর্থায়ন, অর্থায়নে, অর্ঘ্য, বাতায়ন, ",yes
সম্পৃক্ততা,sampruktata,সপৃক্ততা,sapruktata," sampruktata, satrktata, "," সম্পৃক্ততা, সতর্কতাতা, ",yes
নিরীক্ষার,nirikshar,নিরীক্কার,nirikkar," nirikshar, nirvikar, nirakar, hidikkar, nirihtar, "," নিরীক্ষার, নির্বিকার, নিরাকার, হিদিক্কারে, নিরীহতার, ",yes
বাস্তবায়ন,vastawayan,বাসটবায়ন,basatwayan," vastawayan, "," বাস্তবায়ন, ",yes
পর্যবেক্ষণের,paryavekshaner,পেরবেক্ষণের,pervekshaner, , ,no
কংগ্রেসের,congresser,কংগরেসের,kangrasser," congrasser, "," কন্‌গ্রেসের, ",no
সদস্যের,sadasyer,সদসাের,sadsar," sansar, sadar, sansaar, sarkar, dadar, "," সংসারে, সদর, সংসার, সরকার, দাদার, ",no
নেতৃত্বে,netrutve,নেতৃতে,netrute," netrutve, netrutver, netrutva, nivrute, netre, "," নেতৃত্বে, নেতৃত্বের, নেতৃত্ব, নিভৃতে, নেত্রে, ",yes
পর্ষদ,parshad,পরশদ,parashad," parishad, padashabd, parashu, parshad, prasad, "," পারিষদ, পদশব্দ, পরশু, পর্ষদ, প্রাসাদ, ",yes
পর্ষদে,parshadev,পরশদে,parashadev," parishader, parishadev, parshadev, prasadev, padashabdev, "," পরিষদের, পরিষদে, পর্ষদে, প্রসাদে, পদশব্দে, ",yes
সম্পৃক্ত,samprukt,সপৃক্ত,saprukt," samprukt, aprukt, baprut, saruk, "," সম্পৃক্ত, অপৃক্ত, ব্যাপৃত, সারুক, ",yes
ওয়ালমার্ট,walmart,ওয়ালমারত,walmarat," walmart, karmarat, walara, "," ওয়ালমার্ট, কর্মরত, ওয়ালারা, ",yes
গ্যাপ,gap,গাাপ,gap," gap, galp, gaps, gal, hap, "," গ্যাপ, গল্প, gaps, গাল, হাঁপ, ",yes
টার্গেট,target,টারগেট,targate," jagate, karaate, tahate, lagate, taate, "," জগতে, করাতে, তাহাতেও, লাগতে, তফাতে, ",no
চিলড্রেনস,childrens,চিলদরেনস,childarens," childrens, children, "," চিলড্রেনস, children, ",yes
প্লেস,place,পলেস,pales," pales, palen, paler, pade, parley, "," প্যালেস, পেলেন, পালের, পাড়ে, পারলে, ",no
খ্যাতনামা,khyatnama,খাাতনামা,khatnama," khyatnama, akhyatnama, ghatnata, khatam, khatata, "," খ্যাতনামা, অখ্যাতনামা, ঘটনাটা, খতম, খাতাটা, ",yes
প্রক্রিয়ায়,prakria,পরক্রিয়ায়,parakria," prakria, prakriar, aprakrit, parakram, prakrit, "," প্রক্রিয়া, প্রক্রিয়ার, অপ্রাকৃত, পরাক্রম, প্রাকৃত, ",no
সংস্থাগুলোর,sansthagulor,সংসটাগুলোর,sanstagulor," sansthagulor, sansthagulo, rastagulor, "," সংস্থাগুলোর, সংস্থাগুলো, রাস্তাগুলোর, ",yes
অ্যাপারেল,aparal,অাাপারেল,aparal," aparal, paril, paadal, amarai, parav, "," অ্যাপারেল, পারিল, পড়ল, আমারই, পরব, ",yes
ফুটওয়্যার,footoyar,ফুটওযে়ার,footoyer," footoyar, "," ফুটওয়্যার, ",yes
অ্যাসোসিয়েশন,assosieshan,েঅাসোসিয়েশন,asosieshan," assosieshan, "," অ্যাসোসিয়েশন, ",no
ন্যাশনাল,nyashnal,নাাশনাল,nashnal," nyashnal, mashaal, nashta, nashwar, nachal, "," ন্যাশনাল, মশাল, নাশতা, নশ্বর, নাচল, ",yes
কাউন্সিল,council,কাউনসিল,counsil," council, cousin, countir, tonsil, "," কাউন্সিল, cousin, কাউন্টির, টনসিল, ",yes
ইন্ডাস্ট্রি,industry,ইনদাস্ট্রি,indastry," industry, indrastra, "," ইন্ডাস্ট্রির, ইন্দ্রাস্ত্র, ",no
স্টেটস,states,সতেটস,satets," samet, tates, bates, satero, satta, "," সমেত, তাতেও, বটেই, সতেরো, সততা, ",no
ইম্পোর্টার্স,importers,ইপোর্টার্স,eporters," reporters, reporter, reportere, importers, repoters, "," রিপোর্টার্স, রিপোর্টার, রিপোর্টারের, ইম্পোর্টার্স, রিপোটার্স, ",yes
টেক্সটাইল,textile,টেকসটাইল,techstile, , ,no
শহিদুল্লাহ,shahidullah,শহিদুললাহ,shahidullah," shahidullah, shahidullaha, "," শহিদুল্লাহ, শহীদুল্লাহ্, ",yes
উদ্যোগটি,udyogti,উেদোগটি,udogti," udyogti, durgti, suyogti, udyogei, udyogi, "," উদ্যোগটি, দুর্গতির, সুযোগটি, উদ্যোগেই, উদ্যোগী, ",yes
