correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
নিরাপত্তায়,nirapatta,নিরাপতটায়,nirapatta," nirapatta, nirapattar, nirapada, nirapattai, nirapatte, "," নিরাপত্তায়, নিরাপত্তার, নিরাপদ, নিরাপত্তাই, নিরাপত্তে, ",yes
কর্মপরিকল্পনার,karmparikalpanar,করপরিকল্পনার,karparikalpanar," karmparikalpanar, karmparikalpana, karibar, karbar, karporeshan, "," কর্মপরিকল্পনার, কর্মপরিকল্পনায়, করিবর, করবার, করপোরেশন, ",yes
কর্মপরিকল্পনায়,karmparikalpana,করপরিকল্পনায়,karparikalpana," karmparikalpana, karmparikalpanar, karibar, karporeshan, karbar, "," কর্মপরিকল্পনায়, কর্মপরিকল্পনার, করিবর, করপোরেশন, করবার, ",yes
পরিদর্শন,paridarshan,পরিদরশন,paridarshan," paridarshan, paridarshak, paridarshane, pradarshan, paridarshaner, "," পরিদর্শন, পরিদর্শক, পরিদর্শনে, প্রদর্শন, পরিদর্শনের, ",yes
সুনির্দিষ্ট,sunirdisht,সুনিরডিষ্ট,sunirdisht," sunirdisht, nirdisht, anirdisht, sunirdishtabhave, senerhit, "," সুনির্দিষ্ট, নির্দিষ্ট, অনির্দিষ্ট, সুনির্দিষ্টভাবে, সেনারহিত, ",yes
ওয়াশিংটনভিত্তিক,washingtonvittik,ওয়াশিংটনভিততিক,washingtonvitatik," washingtonvittik, washington, washington_de_si, asiang, ashangashta, "," ওয়াশিংটনভিত্তিক, ওয়াশিংটন, ওয়াশিংটন_ডি_সি, আসিয়াছে, অশথগাছটা, ",yes
সংস্থা,sanstha,সংসটা,sansata," sansarta, sansar, sansaar, sankat, sansad, "," সংসারটা, সংসারে, সংসার, সঙ্কট, সাংসদ, ",no
বাইপার্টিজান,bypartijan,বাইপারতিজান,bipartijan," bypartijan, partijan, bipradas, baparti, baiparityai, "," বাইপার্টিজান, পার্টিজান, বিপ্রদাস, ব্যাপারটি, বৈপরীত্যই, ",yes
সেন্টারের,centre,সেনটারের,sentare," setake, centre, antare, dentare, santar, "," সেটাকে, সেন্টারের, অন্তরে, ডেনচার, সাঁতার, ",yes
দপ্তরে,daptar,দপতরে,dapatare," daptar, daptarer, sapatre, apatre, daktare, "," দপ্তরে, দপ্তরের, সৎপাত্রে, অপাত্রে, দফতরে, ",yes
অ্যালায়েন্স,allaence,েঅালায়েন্স,alaience," larence, allaence, allencer, alankare, alingne, "," লরেন্স, অ্যালায়েন্স, অ্যালায়েন্সের, অলংকারে, আলিঙ্গনে, ",yes
ওয়ার্কার্স,workers,ওয়ারকার্স,warkars," sarkar, sarkari, sarkark, sarkare, workers, "," সরকার, সরকারি, সরকারকে, সরকারে, ওয়ার্কার্স, ",yes
পক্ষ,paksh,পক্ক,pakk," pakk, paka, paak, pake, pank, "," পক্ক, পাকা, পাক, পাকে, পাঁকে, ",no
কর্মপরিকল্পনা,karmparikalpana,করপরিকল্পনা,karparikalpana," karmparikalpana, karmparikalpanar, karibar, karporeshan, karbar, "," কর্মপরিকল্পনায়, কর্মপরিকল্পনার, করিবর, করপোরেশন, করবার, ",no
নিরাপত্তার,nirapattar,নিরাপততার,nirapattar," nirapattar, nirapatta, nirapattai, nirapada, nirapatte, "," নিরাপত্তার, নিরাপত্তায়, নিরাপত্তাই, নিরাপদ, নিরাপত্তে, ",yes
উদ্যোগ,udyog,উেদোগ,udog," udyog, udo, uddl, dog, udom, "," উদ্যোগ, উড়ো, উঠল, ডগ্‌, উদোম, ",yes
প্রধান,pradhan,পরধান,paradhan," pradhan, paradhan, paradin, samadhan, sabadhan, "," প্রধান, পরধন, পরদিন, সমাধান, সাবধান, ",yes
কর্মকর্তারা,karmakartara,করকর্তারা,karkartara," karagar, caryakar, karukarya, gharkarnar, karagarer, "," কারাগারে, কার্যকর, কারুকার্য, ঘরকরনার, কারাগারের, ",no
নিরাপত্তা,nirapatta,নিরাপটটা,nirapatta," nirapatta, nirapattar, nirapada, nirapattai, nirapatte, "," নিরাপত্তায়, নিরাপত্তার, নিরাপদ, নিরাপত্তাই, নিরাপত্তে, ",no
পরিস্থিতি,paristhite,পরিসটিতি,paristiti," paristhite, paristiter, parichiti, prastuti, paristhitite, "," পরিস্থিতি, পরিস্থিতির, পরিচিতি, প্রস্তুতি, পরিস্থিতিতে, ",yes
গ্রহণযোগ্য,grahanyogya,গরহণযোগ্য,garhanyogya," grahanyogya, agrahanyogya, bahanyogya, sahanyogya, manhanyogya, "," গ্রহণযোগ্য, অগ্রহণযোগ্য, বহনযোগ্য, সহনযোগ্য, মন্হনযোগ্য, ",yes
পরিস্থিতির,paristiter,পরিসতিতির,paristitir," paristiter, paristhite, paristhitite, parichitir, prastutir, "," পরিস্থিতির, পরিস্থিতি, পরিস্থিতিতে, পরিচিতির, প্রস্তুতির, ",yes
সমন্বিত,samanvit,সমনিত,samanit," samanvit, samahit, sammanit, amani, samajik, "," সমন্বিত, সমাহিত, সম্মানিত, আমানী, সামাজিক, ",yes
সত্যিকার,satyikar,সতািকার,satakar," satyakar, sarkar, sahakari, sanskar, shatakara, "," সত্যকার, সরকার, সহকারী, সংস্কার, শতকরা, ",no
অগ্রগতির,agragati,অগরগতির,agargati," agragati, agarvati, asangati, agragatik, agragatii, "," অগ্রগতি, আগরবাতি, অসংগতী, অগ্রগতিকে, অগ্রগতিই, ",no
প্রত্যেকের,pratyeker,পরত্যেকের,paratyeker," pratyeker, pratyek, pratyeke, pratyaksh, pratyekeroi, "," প্রত্যেকের, প্রত্যেক, প্রত্যেকে, প্রত্যক্ষ, প্রত্যেকেরই, ",yes
মধ্য,madhya,মধা,madha," madhya, aadha, masha, katha, maha, "," মধ্য, আধা, মশা, কথা, মহা, ",yes
ভবিষ্যতে,bhavishyate,ভবিেষতে,bhavishate," bhavishyate, bhavishyater, bhavishyake, bhavishyat, bhashate, "," ভবিষ্যতে, ভবিষ্যতের, ভবিষ্যৎকে, ভবিষ্যত, ভাষাতে, ",yes
বিয়োগান্ত,bioganta,বিয়োগানত,bioganath," bholanath, bioganta, bhoganti, bichanata, bichanati, "," ভোলানাথ, বিয়োগান্ত, ভোগান্তি, বিছানাটা, বিছানাটি, ",yes
লক্ষ্য,lakshya,লক্ক্য,lakkya," lakshya, bakya, aikya, lanka, aakhya, "," লক্ষ্য, বাক্য, ঐক্য, লঙ্কা, আখ্যা, ",yes
অংশীদারত্ব,anshidartva,অংশীদারত,anshidarat," anshidar, anshidartva, anshidarra, anshidari, anshidarder, "," অংশীদার, অংশীদারত্ব, অংশীদাররা, অংশীদারী, অংশীদারদের, ",yes
সংশ্লিষ্ট,sanshlisht,সংশলিষ্ট,sanshalisht," sanshlisht, asanshlisht, sanshlishtta, sanshleshit, sanshlesh, "," সংশ্লিষ্ট, অসংশ্লিষ্ট, সংশ্লিষ্টতা, সংশ্লেষিত, সংশ্লেষ, ",yes
পক্ষগুলোর,pakshagulor,পক্কগুলোর,pakkagulor," pakshagulor, bakyagulor, panyagulor, paedagulor, baksagulor, "," পক্ষগুলোর, বাক্যগুলোর, পণ্যগুলোর, পেয়েদাগুলোর, বাক্সগুলোর, ",yes
স্বচ্ছতা,swachchhata,সচ্ছতা,sachhta," achha, sachetan, machata, sabhata, sachitra, "," আচ্ছা, সচেতন, ম্যাচটা, সভাটা, সচিত্র, ",no
প্রতিষ্ঠিত,pratishthit,পরতিষ্ঠিত,paratishthit," pratishthit, pratishthan, pratishthar, apratishthit, pratishthata, "," প্রতিষ্ঠিত, প্রতিষ্ঠান, প্রতিষ্ঠার, অপ্রতিষ্ঠিত, প্রতিষ্ঠাতা, ",yes
প্রক্রিয়া,prakria,পরক্রিয়া,parakria," prakria, prakriar, prakrut, aprakrit, parakram, "," প্রক্রিয়া, প্রক্রিয়ার, প্রকৃত, অপ্রাকৃত, পরাক্রম, ",no
দীর্ঘস্থায়ী,dirghasthayi,দীরঘস্থায়ী,dirghasthayi," dirghasthayi, dirghasmay, darkhastkhani, dirghasutarata, darkhast, "," দীর্ঘস্থায়ী, দীর্ঘসময়, দরখাস্তখানি, দীর্ঘসূত্রতা, দরখাস্ত, ",yes
পরিবর্তনের,paribartaner,পরিবরটনের,paribartner," paribartaner, paribartan, paribahaner, paribartane, paribartanke, "," পরিবর্তনের, পরিবর্তন, পরিবহনের, পরিবর্তনে, পরিবর্তনকে, ",yes
স্থানীয়,sthanian,সতানীয়,satanian," sthanian, sahanian, asahanian, karanian, satajan, "," স্থানীয়, সহনীয়, অসহনীয়, করণীয়, সাতজন, ",yes
ডেমোক্রেটিক,democratie,ডেমোকরেটিক,democratic," democratie, democracie, dimcratic, tamakati, dhumakatur, "," ডেমোক্রেটিক, ডেমোক্রেসি, ডিমক্রাটিক্‌, তামাকটি, ধূমকেতুর, ",yes
